clean_tags,date,Month,tweet,language,replies_count,retweets_count,likes_count,Year,Day
"hambibleibt, mahnwachelützerath, fridaysforfuture, endegelände, aktionschlagloch, l277, manheim, morschenich, keyenberg, dannibleibt, keinea49, dannenroederforst, alledoerferbleiben, lützerath, osterholz",2021-01-19,1,Lützerath - Eine wahre Geschichte Was ist Heimat ? Antworten erwünscht  #hambibleibt #mahnwachelützerath #FridaysForFuture #endegelände  #aktionschlagloch #L277 #manheim #morschenich #keyenberg #dannibleibt #keinea49 #Dannenroederforst #AlleDoerferBleiben  #lützerath #osterholz  https://t.co/Avs3GHMN6Q,german,4,17,35,2021,19
klimakrise,2021-01-19,1,"Der Weltrisikobericht des @wef bestätigt erneut: Die #Klimakrise ist das aktuell größte Risiko, das die Welt betrifft. Trotzdem entscheiden sich unsere Regierungen Tag für Tag gegen die notwendigen Maßnahmen.  Wie viele solcher Berichte brauchen wir noch?  https://t.co/Hjqu70zFdw",german,21,159,530,2021,19
"veranstaltungstipp, stadt, klimaneutral, fridaysforfuture",2021-01-19,1,"🔜 #VeranstaltungsTipp: ""Klima wandelt die #Stadt: Offenbach #klimaneutral bis 2035 – ist das machbar?"" mit Patrizia Schmitt (#FridaysForFuture Offenbach), Dr. Sybille Schumann @GrueneOF und @GeorgKobiela @Wupperinst  🗓️Mittwoch, 27. Januar, 19:30 Uhr  https://t.co/AVHt66g6Kq",german,3,5,14,2021,19
"fridaysforfuture, halle",2021-01-19,1,"Gestern ist unsere Ortsgruppe 2 Jahre alt geworden. Nach den vielen Aktionen wollen wir heute um 19 Uhr ein Offenes Plenum veranstalten.  Wer Interesse hat, kann uns gerne anschreiben!  Du hast neue Ideen? Hast Lust dich einzubringen?  Komm vorbei🔥 #FridaysForFuture #Halle  https://t.co/tjdyXOV7uO",german,2,5,22,2021,19
"mlkday, climatestrikeonline, fridaysforfuture, climatestrike",2021-01-19,1,"""The time is always right to do what is right"" #MLKDay   Our internet was shut down on Wednesday due to elections but now that it's back, here's my #climatestrikeonline for last week. #FridaysForFuture #ClimateStrike  https://t.co/BpmMf1btxM",english,4,26,136,2021,19
"cdu, migration",2021-01-19,1,"Ich habe mit @SWagenknecht gesprochen - über den frisch gewählten #CDU-Chef @ArminLaschet, über ihre Haltung zu Flucht und #Migration, ihren Blick auf @FridayForFuture.  Und über die Frage, warum @dieLinke in den Umfragen  nicht vom Fleck kommt. ⬇️   https://t.co/hrpQqsyuqD",german,2,3,11,2021,19
"swedishconstitution, climateemergency, stopshell, northsea, nocarsundays, belarus, hongkong, usa, climatestrike, fridaysforfuture, savecongorainforest, shoeprotest",2021-01-19,1,"🆘🆘 D36 #SwedishConstitution @SwedishPM #ClimateEmergency D102 @Shell #StopShell dumping 11,000 tonnes of Toxic waste! #NorthSea W3 #NoCarSundays D14 #Belarus #HongKong #USA W127 #ClimateStrike #FridaysForFuture  W23 @11thHfc D200 #SaveCongoRainforest   M9 #ShoeProtest 🆘🆘  https://t.co/tqWHnZzVE1",english,2,5,10,2021,19
"ohnemeinenphysiotherapeuten, therapeutenamlimit, gesundheitkämpft, unten, einesorgeweniger, heimatstern, noafd, fridaysforfuture, legalizeit",2021-01-19,1,Guten Morgen vom Hirschgarten 👋😷Es erwacht der Dienstag um gelockdowned vor sich hin zu plätschern... #ohnemeinenphysiotherapeuten #therapeutenamlimit #gesundheitkämpft #unten #einesorgeweniger #heimatstern #noafd #FridaysForFuture #LegalizeIt 💪🍀🌹✊🥦☕halten wir's aus!,german,8,4,14,2021,19
rwe,2021-01-18,1,"For those wondering what Germany is up to: two days after his election, new CDU-leader @ArminLaschet starts destroying the villages of his own citizens in his state of North Rhine-Westphalia – solely for the profit of coal-giants #RWE.  This is what climate madness looks like!",english,11,92,406,2021,18
"schoolstrike4climate, fridaysforfuture",2021-01-18,1,The climate crisis doesn't go during internet shutdown!  We are back stronger to demand for the future that rightfully belongs to us. We cannot eat COAL. We cannot drink OIL #schoolstrike4climate #FridaysForFuture  https://t.co/XmGNQGdiO2,english,6,89,367,2021,18
"dannilebt, waldstattasphalt, waldaufdiestrasse, keinea49, keinea44",2021-01-18,1,"Heute haben wir mit @FridayForFuture in Kassel den Wald in die Stadt geholt. Wenn ihr uns eine Straße durch den Wald baut, bauen wir euch einen Wald auf die Straße! #dannilebt #waldstattasphalt #WaldAufDieStrasse #keineA49 #keineA44  https://t.co/jHsqk7A6WF",german,21,36,356,2021,18
"braunkohle, klimakrise, alledoerferbleiben, luetzerath, arminlasses, luetzerathlebt",2021-01-18,1,"Jeder gute Abiturient mit Physik LK haut ihnen ihre Milchmädchenrechnung bezüglich #Braunkohle um die Ohren @ArminLaschet @peteraltmaier  Man kann mit der #Klimakrise nicht verhandeln, daher #AlleDoerferBleiben  #Luetzerath #ArminLassEs #LuetzerathLebt  @FridayForFuture  https://t.co/5C5fUi2RZe",german,2,14,46,2021,18
"arminlasses, lützerathlebt",2021-01-18,1,"Zwei Tage nach seiner Wahl zum CDU-Vorsitzenden verantwortet @ArminLaschet im Rheinland die Zerstörung von Dörfern für den Profit von RWE. Wir fordern: #ArminLassEs! Es ist Zeit, die Interessen der Bürger:innen endlich vor die fossiler Konzerne zu stellen. #LützerathLebt  https://t.co/1b6N3A6kVg",german,61,479,2058,2021,18
"schoolstrike4climate, fridaysforfuture",2021-01-18,1,Internet in Uganda was shut down on Wednesday last week on the eve of elections. It has just been reinstated.  I hope it's not too late to share my 101th #schoolstrike4climate. #FridaysForFuture  https://t.co/TPuNuzrQqq,english,42,498,4266,2021,18
"luetzerath, fridaysforfuture, arminlasses, luetzerathlebt",2021-01-18,1,"Heute wurden in #Luetzerath NRW erneut Menschen zwangsweise geräumt und kriminalisiert, weil sie in ihrem Zuhause bleiben möchten. Und wofür? Weil RWE unnötigerweise den nahelegenden Braunkohletagebau Garzweiler vergößert!  #fridaysforfuture  #ArminLassEs #LuetzerathLebt  https://t.co/uW8HPOYysw",german,3,5,7,2021,18
"union, goklimalistebw",2021-01-18,1,"Liebe @FridayForFuture   ihr solltet dringend mal wieder eure Grosseltern besuchen und mit ihnen über die Zukunft reden. Oder wollt ihr sie alleine lassen, wenn sie den Sirenen der #Union anheimfallen? 😉Ⓜ️  Grüsse aus dem Süden der Republik #GoKlimalisteBW",german,2,10,20,2021,18
"pandemie, fridaysforfuture",2021-01-18,1,Man stelle sich vor es gäbe keine #Pandemie und die #FridaysForFuture Bewegung würde Freitag im Schneetreiben gegen den  Klimawandel demonstrieren. 😅,german,3,10,41,2021,18
"lützerath, lützilebt",2021-01-18,1,Es geht los in #lützerath @LuetziBleibt @UnserAllerWald @Ende__Gelaende @ExtinctionR_DE @FridayForFuture @greenpeace_de @bund_net @Klimaliste @AntiKohleKidz #lützilebt  https://t.co/Qq7xU485PM,german,4,37,80,2021,18
"ohnemeinenphysiotherapeuten, therapeutenamlimit, gesundheitkämpft, unten, einesorgeweniger, heimatstern, noafd, fridaysforfuture, legalizeit",2021-01-18,1,Guten Morgen vom Hirschgarten 👋😷früh läd der Montag zum Verschlafen ein... Schon passiert! #ohnemeinenphysiotherapeuten #therapeutenamlimit #gesundheitkämpft #unten #einesorgeweniger #heimatstern #noafd #FridaysForFuture #LegalizeIt 💪🍀🌹✊🥦☕,german,10,5,18,2021,18
"land4life, fridaysforfuture, climatechange, greennewdeal",2021-01-18,1,#Land4Life Green is my colour for it signifies  healthy land #FridaysForFuture  #climatechange  #GreenNewDeal  @UNCCDLibrary @UNCCDcso @UNCCD  @RegreenAfrica @GlobalLF  https://t.co/0IwUY0U1mX,english,3,23,78,2021,18
"parisagreement, climateactionnow, facetheclimateemergency, fridaysforfuture",2021-01-17,1,"TO DEMONSTRATE THEIR COMMITMENT TO @COP26 AND THE #ParisAgreement, THE UK PLANS TO OPEN A NEW COAL MINE. TO QUOTE @GretaThunberg, AND HER 4.4M FOLLOWERS, ""HOW DARE YOU?""  #ClimateActionNow #FaceTheClimateEmergency #FridaysForFuture",english,2,15,20,2021,17
"fridaysforfuture, sudbury",2021-01-17,1,"#FridaysForFuture #Sudbury Fri Jan 22, 2021  3 pm EST Bring your WelcomeBack Signs! Important to celebrate.   @jamiewestndp @NickelBelt @LefebvrePaul @MarcSerreMP @LiveableSud @GaryBota Look emails Monday for zoom registration. If I know you well DM for registration.  https://t.co/2fEwR63jRL",english,10,30,93,2021,17
evakuiertallelager,2021-01-17,1,"Der Schnee ist in den Camps angekommen. Menschen, durch Flucht in Lager gezwungen, haben Angst zu erfrieren. Fotos und Videos werden verboten.   In Deutschland gibt es über 200 aufnahmebereite Städte, die Katastrophe könnte gestoppt werden. #EvakuiertAlleLager jetzt!",german,20,295,799,2021,17
"gretathunberg, klimahüpfer, fridaysforfuture, klimawandel",2021-01-17,1,Wie #GretaThunberg und die #Klimahüpfer von #FridaysForFuture schon richtig sagten: Der #Klimawandel wird uns alle verbrennen!  😱   https://t.co/aImBu0T5Mb,german,2,6,9,2021,17
"actonclimate, pollution, energytransition, jobs, climateaction, cleanenergy, renewableenergy, carbon, extinctionrebellion, sustainability, wind, energy, solar, co2, ghg, climatecrisis, fridaysforfuture",2021-01-16,1,"@RisePDX @Jackthelad1947 @HansLak @seth_leitman @debraruh @charluv2011 @TimGuinee @wernerkeil @SaleemulHuq @stracma @raduede @Tecgale @MarianSmedley @kirillklip @MLCzone @NPSusa @iwantmynbn @enricomolinari @lalitapetila @sddphoto @AdamRogers2030 @lillith6 @climateguyw @markburgerenerg @StopAdaniCairns @ClayEngberg @suzlette333 @ProfStrachan @01000011CS @MarcVegan @ristori20 @ChristineMilne @THEnergyNet @devindthorpe @cberrl @Falconlady7 @ECOHZ @Fabriziobustama @AmazingChevVolt @Stella_Holman @thewebbix @DrRueckauf @greentim @chuddles11 @bomber9996 @PrimalAwakening @memitodiez We Must #ActOnClimate &amp; Reduce #Pollution with #EnergyTransition, We also Get Great #Jobs!  #ClimateAction #CleanEnergy #RenewableEnergy #Carbon #ExtinctionRebellion #Sustainability #Wind #Energy #Solar #CO2 #GHG #ClimateCrisis #FridaysForFuture @wolfiemouse @Avonan @ThomasKnorra  https://t.co/LzPq4mrutM",english,10,245,199,2021,16
climatejustice,2021-01-16,1,"Hi friends 🥰 I'm bored so here's a short get to know me /life update:  I'm Mitzi Jonelle Tan, a #climatejustice activist based in the Philippines. I was born at 365 ppm &amp; I organize with @yacaphilippines &amp; @fridaysforfuture. I try my best to be an intersectional climate activist  https://t.co/on8re9TwpC",english,6,12,72,2021,16
fridaysforfuture,2021-01-16,1,"Ich glaube, dass wir als Partei so selbstbewusst sein können, dass wir auf unseren Themen eigenständig einen Wahlkampf bestreiten können, ohne irgendwelche Koalitionen vorzubereiten. Wenn wir auf korrigierende Stimmen hören wollen, am liebsten auf die von #FridaysForFuture",german,34,36,759,2021,16
"laschet, cdupt21",2021-01-16,1,"NRW-Klimabilanz von #Laschet:  ✅ Kohleausstieg bis 2038 verzögern ✅ Milliardengeschenke für RWE aushandeln ✅ Vernichtung der Dörfer im Rheinland vorantreiben ✅ Hambacher Forst unter falschen Vorsätzen räumen lassen  Sorgen wir dafür, dass diese Politik heute endet. #cdupt21",german,36,232,1002,2021,16
"fridaysforfuture, laschet",2021-01-16,1,"Ob am Ort der Zerstörung oder in seinem Wahlkreis – mit #FridaysForFuture machen wir klar: Ohne einen Plan für 1,5 Grad kann es keine zukunftsfähige Politik geben. Gemeinsam werden wir die Blockadehaltung von Armin #Laschet im Klimaschutz beenden &amp; sofortige Maßnahmen einfordern.  https://t.co/jg6wfZ6ZFD",german,16,76,471,2021,16
"cdupt21, ciaocdu",2021-01-16,1,"Der #cdupt21 entscheidet sich für den Kohle-König aus NRW. Damit geht die @CDU völlig an der Zeit vorbei &amp; zeigt, dass sie von @FridayForFuture nichts gelernt hat.  Völlig unfähiger weißer Mann für diese entscheidenden Jahre vor dem Point of no Return. #ciaoCDU  🤡Zitat Mai 2019:  https://t.co/Dmr3ZK4H1g",german,5,12,85,2021,16
"merz, wegenmorgen, fridaysforfuture",2021-01-16,1,"""Mit Wind und Sonne allein ... wird Energiebedarf nicht zu decken sein."" Was meint er da nur? Und gibt es da nicht auch Versagen der CDU? Wie wäre es mit endlich konsequentem, rascheren Ausbau der Erneuerbaren 🤔 #merz #wegenmorgen #FridaysForFuture  https://t.co/HExvs2rnZv",german,8,7,101,2021,16
"ohnemeinenphysiotherapeuten, therapeutenamlimit, gesundheitkämpft, unten, einesorgeweniger, heimatstern, noafd, fridaysforfuture, legalizeit",2021-01-16,1,Guten Morgen vom Hirschgarten 👋😷Es Wochenende der Samstag unterkühlt in den Tag und läd zum Liegenbleiben ein. #ohnemeinenphysiotherapeuten #therapeutenamlimit #gesundheitkämpft #unten #einesorgeweniger #heimatstern #noafd #FridaysForFuture #LegalizeIt 💪🍀🌹✊🥦☕,german,8,5,17,2021,16
"fffportlandmetro, fridaysforfuture, facetheclimateemergency, climateactionnow, climateaction, climatestrikeonline, climatestrike, climatecrisis, climateemergency, savecongorainforest",2021-01-16,1,Week 71  We need climate action now! #FFFPortlandMetro #FridaysForFuture #FaceTheClimateEmergency #ClimateActionNow #ClimateAction #ClimateStrikeOnline #ClimateStrike #ClimateCrisis #ClimateEmergency #SaveCongoRainforest  https://t.co/xKfOWbCDfU,english,2,14,30,2021,16
"digitalstrike, mentalhealthforfuture, strikeformentalhealth, fridaysforfuture",2021-01-15,1,#DigitalStrike for mental health #MentalHealthForFuture #StrikeForMentalHealth #FridaysForFuture @MH4Future @fff_digital @Fridays4future  @GretaThunberg @vanessa_vash @Remy_Zahiga @MaeikaFett @e_thunter @_carbontiptoes  @Andrew88820142 @ElsaCatyy  https://t.co/1qt7oqJuPd,english,2,8,8,2021,15
"climatestrike, laniña, facetheclimateemergency, climateaction, climatecrisis, fridaysforfuture",2021-01-15,1,"#ClimateStrike week 102. According to NASA, 2020 was the hottest year ever recorded (despite a cooling #LaNiña). We need our leaders to #FaceTheClimateEmergency. #ClimateAction #ClimateCrisis #FridaysforFuture .⁦@RepLouCorrea⁩ .⁦@AlexPadilla4CA⁩ .⁦@SenFeinstein⁩  https://t.co/kFikVYF3lR",english,3,10,23,2021,15
"klimakrise, cdupt21",2021-01-15,1,"Der Parteitag der CDU läuft. Nach elf Monaten Wahlkampf hat keiner der drei Kandidaten einen Plan, die #Klimakrise zu bekämpfen und die Pariser Klimaziele einzuhalten. #CDUPT21  So stimmt immerhin das Motto für's Wochenende:  https://t.co/1ebISmmXDY",german,59,237,1473,2021,15
fridaysforfuture,2021-01-15,1,🌍   Thank you Deniz.   #FridaysForFuture,english,6,30,107,2021,15
"climatestrikeonline, fridaysforfuture, climateemergency",2021-01-15,1,"2020 was the hottest year on record, NASA says. Snow in Poland won't change this fact. We must act now! #ClimateStrikeOnline week 1 #FridaysForFuture #ClimateEmergency  https://t.co/n2ZXRuXJDc",english,3,10,58,2021,15
"mountainsnotmines, climatestrikeonline, fridaysforfuture, facetheclimateemergency",2021-01-15,1,#mountainsnotmines Inspired to see so many take action &amp; sign petitions opposing open pit coal mines. Today is also #ClimateStrikeOnline #FridaysForFuture #FaceTheClimateEmergency  https://t.co/WwCz5v0DFa,english,4,12,22,2021,15
wegenmorgen,2021-01-15,1,"CDU: ""Hey FridaysForFuture, can I copy your Homework?""  #wegenmorgen  https://t.co/1UUHfpjixw",english,42,346,2542,2021,15
"climatestrikeonline, digitalstrike, fridaysforfuture",2021-01-15,1,"#ClimateStrikeOnline #DigitalStrike for #FridaysForFuture  It's important to keep the movement growing, to keep making our voices louder, that why I make an ever growing list of well and lesser known, but all amazing, activists. Hoping we can all amplify each other. &gt;&gt;  https://t.co/wn3LbHlJYd",english,4,17,32,2021,15
"fridaysforfuture, teamcows, nomoreemptypromises",2021-01-15,1,#FridaysForFuture No moore excuses. Inaction on the climate crisis is udderly unacceptable. I am also ensuring social distancing by making sure no one wants to come near me.  #TeamCows #NoMoreEmptyPromises  https://t.co/2mZv1Okdgn,english,12,50,206,2021,15
"klimastiftung, pipelineindiekrise, nordstream2, nomoreemptypromises",2021-01-15,1,"Eine neue „#Klimastiftung“ soll Umweltprojekte fördern – doch was wirklich dahinter steckt, ist skandalös.😡 Aber seht selbst… 👇  #PipelineInDieKrise #NordStream2 #NoMoreEmptyPromises  @FridayForFuture @parents4future @Luisamneubauer  https://t.co/5b6FfCZJss",german,2,56,81,2021,15
"fridaysforfuture, climatestrikeonline",2021-01-15,1,"Ein neuer Freitag - ein neuer Netzstreik fürs Klima!  Heute zum Kohlevertrag, der diese Woche im Bundestag beschlossen wurde:📢 ""Klimaschutz statt Kohleschmutz &amp; Keine Kohle für die Kohle!""  #FridaysForFuture #ClimateStrikeOnline  https://t.co/e31gDx8LZt",german,2,10,39,2021,15
"climatestrike, climateaction, fridaysforfuture",2021-01-15,1,"#ClimateStrike   We need Climate Action and not the empty words of the leaders. Kill your greed,not the Planet. Act Now  #ClimateAction  #FridaysForFuture  @PMOIndia  @GretaThunberg  @Fridays4future  https://t.co/l5mED5iUce",english,4,38,127,2021,15
"wegenmorgen, cduvorsitz, fridaysforfuture",2021-01-15,1,"#wegenmorgen sollten sich die Kandidaten für den #CDUVorsitz endlich mal Gedanken über eine anständige 1,5°-Politik machen!  Das fordern wir heute u.a. vor dem Büro von @n_roettgen ein! Machen Sie Ihren Job!  #FridaysForFuture  https://t.co/vdsCfMsLiE",german,7,17,199,2021,15
"climatestrikeonline, fridaysforfuture, facetheclimateemergency",2021-01-15,1,🆘🆘🆘🗣️📢🆘🌍🌿 Week 40: Fridays For Future Climate Strike.🗣️📢🆘🌍🆘🌿 #ClimateStrikeOnline 🗣️📢🆘🌍🆘🌿 #FridaysForFuture 🌿🗣️📢🌍📢 @GretaThunberg #FaceTheClimateEmergency 🗣️📢🆘🌍🆘🌿 @Fridays4future 🌍🌿 LACK OF CLIMATE ACTION IS KILLING OUR PLANET. TIME TO ACT NOW.🆘🌍🆘🌿  https://t.co/rxIb6C00Xu,english,3,11,13,2021,15
"climatestrikeonline, fridaysforfuture, flattenthecurve, facetheclimateemergency",2021-01-15,1,"School strike week 126. Because of the ongoing pandemic we are doing #climatestrikeonline . If you do physical strikes, remember to keep social distance and follow COVID-19 restrictions and recommendations. #fridaysforfuture #flattenthecurve #FaceTheClimateEmergency  https://t.co/hU8ut6GWYU",english,201,1407,10662,2021,15
"oxygentomanaus, fridaysforfuture",2021-01-15,1,People are dying in Manaus. The health services in the Amazonas state are collapsing and the government is doing nothing about it. But you can! (THREAD)  #OxygenToManaus #fridaysforfuture @GretaThunberg @Fridays4future @fridaysfuturebr @fffitalia  https://t.co/mjyn5JlaZX,english,3,16,41,2021,15
"nomoreemptypromises, fridaysforfuture",2021-01-15,1,"IMMEDIATE ACTION NOW! #NoMoreEmptyPromises!  This Friday we're reminding leaders that time is running out as the climate crisis worsens. We need annual concrete binding targets NOW, not in 10 or 20 years. We will not be fooled by your far off net zero targets. #FridaysForFuture  https://t.co/WLlCTd5aUS",english,2,25,71,2021,15
fridaysforfuture,2021-01-15,1,May the snow not deceive you. Acc. to @NASA: 2020 was the hottest year ever. Such bits of “normal weather” don’t prove climate crisis is unreal. It’s already HITTING millions of young people globally. Net-0 in 2050 will not save us. Only immediate action will ✊🏽 #FridaysForFuture  https://t.co/386Qgkulpi,english,2,14,45,2021,15
"climatestrike, fridaysforfuture, climatecrisis, fightfor1point5, facetheclimateemergency",2021-01-15,1,Week 16th #ClimateStrike I believe that one day people will be aware and think seriously about saving the environment. #FridaysForFuture #ClimateCrisis #fightfor1point5  #FaceTheClimateEmergency  @GretaThunberg  https://t.co/r15eXzJcse,english,46,321,1986,2021,15
fridaysforfuture,2021-01-15,1,Today we strike in solidarity with @elijahmckenzee &amp; @LissyGreen_ against the new coal mine greenlit for Cumbria. 👇This article explains more &amp; argues 4 active industrial strategy 2 encourage low carbon jobs &amp; investment in green alts!  https://t.co/v2tI4h5KSK  #FridaysForFuture  https://t.co/l0HkP3M2k5,english,11,39,107,2021,15
"climatestrike, facetheclimateemergency, fridaysforfuture, schoolstrike4climate",2021-01-15,1,My 95th week on #ClimateStrike 🌍 Turkey is now on the brink of severe water scarcity caused by drought. Yet another proof that climate crisis will sooner or later affect all regions. Nowhere is safe from it! 🌏 #FaceTheClimateEmergency #FridaysForFuture #schoolstrike4climate  https://t.co/CbuG1kD5Dg,english,43,530,3536,2021,15
"climatestrike, fridaysforfuture, teamcows, climatecrisis, climateaction, klimakrise, klimaschutz",2021-01-15,1,#ClimateStrike week 102  #FridaysForFuture #TeamCows #ClimateCrisis #ClimateAction #Klimakrise #Klimaschutz  https://t.co/tQcLsUiYfU,english,25,204,1420,2021,15
cduvorsitz,2021-01-15,1,"#CDUVorsitz ist, wenn du einen Punkt deines 10-Punkte-Plan für die Bewältigung aller ökologischen Krisen frei räumst und darin 3-mal ""vorantreiben"" und 0-mal ""Klima"" schreibst.  https://t.co/W7iNFUK20H",german,16,38,228,2021,15
"climatestrikeonline, fridaysforfuture, climateaction, climateemergency, stayhome",2021-01-15,1,My 25 week. #climatestrikeonline            #fridaysforfuture #climateaction                   #ClimateEmergency  #StayHome  https://t.co/580rKErQFW,english,19,186,1397,2021,15
cduvorsitz,2021-01-15,1,Buzzword-Bingo à la #CDUVorsitz.  https://t.co/UoMUHLo2HA,french,33,86,883,2021,15
"climatestrikeonline, schoolstrike4climate, fridaysforfuture, facetheclimateemergency, fightfor1point5, nomoreemptypromises, teamcows",2021-01-15,1,"School strike week 109 in Ullapool, Scotland. Because of the ongoing pandemic we are back to #climatestrikeonline   Take care. Stay safe. Stay home.  @GretaThunberg  #schoolstrike4climate #fridaysforfuture #facetheclimateemergency #fightfor1point5 #NoMoreEmptyPromises #TeamCows  https://t.co/6HgYP2WUlV",english,5,23,152,2021,15
"climatestrikeonline, fridaysforfuture, teamcows",2021-01-15,1,The world is in udder chaos! This week's #ClimateStrikeOnline is dedicated to my #fridaysforfuture friends on #teamcows ❤️🐄🐮 fighting climate injustice together.  https://t.co/vJU9i671qI,english,4,19,100,2021,15
"climatestrikeonline, climatestrike, climatecrisis, climatechange, facetheclimateemergency, fridaysforfuture, climateemergency, climatebreakdown, defendthedefenders",2021-01-15,1,15.01.2020 Day of Revolution Week 97. . . The time is running out.⏱️ . . . #ClimateStrikeOnline #ClimateStrike #ClimateCrisis #climatechange #FaceTheClimateEmergency #FridaysForFuture #ClimateEmergency #climatebreakdown #defendthedefenders  https://t.co/hLRC43m4x4,english,3,8,19,2021,15
"climatestrike, fridaysforfuture, savecongorainforest, swedishconstitution, climateemergency, stopshell, northsea, nocarsundays, belarus, hongkong, usa, shoeprotest",2021-01-15,1,"🆘🆘 W126 #ClimateStrike #FridaysForFuture  W23 @11thHfc D196 #SaveCongoRainforest  D32 #SwedishConstitution @SwedishPM #ClimateEmergency   D98 @Shell  #StopShell dumping 11,000 tonnes of Toxic waste! #NorthSea   W2 #NoCarSundays D10 #Belarus #HongKong #USA M9 #ShoeProtest 🆘🆘  https://t.co/QUMcVhuZMw",english,2,14,25,2021,15
"climatestrike, climateaction, fridaysforfuture",2021-01-15,1,#ClimateStrike Week 92  We can't mitigate Global warming &amp; Climate Change with bussiness as usual.  Act Now. #ClimateAction  #fridaysforfuture  @Fridays4future @GretaThunberg @ExtinctionR @deespeak  https://t.co/vpsIFYxqtK,english,3,16,33,2021,15
"nomoreemptypromises, fridaysforfuture",2021-01-15,1,#NoMoreEmptyPromises #FridaysForFuture @GretaThunberg  https://t.co/kaIbhfZWlH,qme,23,354,2312,2021,15
"climateemergency, climatechange, fridaysforfuture",2021-01-15,1,2020 was hottest year on record says NASA  Big Nye summarises  #ClimateEmergency  #ClimateChange #FridaysForFuture    https://t.co/qAS8agarFm,english,3,10,17,2021,15
"climatestrike, fridaysforfuture, climatestrikeonline, digitalstrike, climateaction, climateactionnow, climate, digitalstrikesapporo, 気候危機に特効薬なし",2021-01-15,1,#ClimateStrike Week38① 2021年3月１９日にGlobal #FridaysForFuture が行われる予定です。地球環境をより良くする為には多くの人の参加が必要です。#ClimateStrikeOnline #DigitalStrike #ClimateAction #ClimateActionNow #climate #digitalstrikesapporo #気候危機に特効薬なし  https://t.co/9jBJxILqQJ,japanese,3,9,28,2021,15
"climatestrike, climateactionnow, fightfor1point5, facetheclimateemergency, fridaysforfuture",2021-01-15,1,Week 16th #ClimateStrike #ClimateActionNow  #fightfor1point5 #FaceTheClimateEmergency #FridaysForFuture  https://t.co/YgMsmrlB4r,english,22,236,1524,2021,15
"climatestrike, indiagate, newdelhi, india, climatechange, climateaction, climateemergency, nomoreemptypomises, fridaysforfuture",2021-01-15,1,"Week 27th #ClimateStrike🌍 at #IndiaGate, #NewDelhi in #India🇮🇳.  #ClimateChange has become violent. We need #ClimateAction. We need #ClimateEmergency.  Bcoz our future is at stake. AND we need our leaders to step it up now!  #NoMoreEmptyPomises  #FridaysForFuture  @GretaThunberg  https://t.co/WGgnBo4o4H",english,17,72,94,2021,15
"climateaction, fridaysforfuture, schoolstrike4climate, facetheclimateemergency",2021-01-15,1,School strike week 73 Don't push the trash out of your country.Its your trash and you know it's toxic. Why do you want to dump in Kenya? #ClimateAction #fridaysforfuture #schoolstrike4climate #FaceTheClimateEmergency  @GretaThunberg  @kean_network  @ToxicsFree  https://t.co/BDHvYI8Fht,english,7,44,130,2021,15
"fridaysforfuture, nomoreemptypromises",2021-01-15,1,#FridaysForFuture week 71. On Gadigal land. We are tired of empty targets full of loopholes for decades in the future. We need real climate action now. #NoMoreEmptyPromises  https://t.co/j9w53BMjFM,english,29,362,2281,2021,15
"ohnemeinenphysiotherapeuten, therapeutenamlimit, gesundheitkämpft, unten, einesorgeweniger, heimatstern, noafd, fridaysforfuture, legalizeit",2021-01-15,1,Guten Morgen vom Hirschgarten 👋😷Freitag ists unds Wochenende ruft. Schnell nochmal Tram fahren😎... #ohnemeinenphysiotherapeuten #therapeutenamlimit #gesundheitkämpft #unten #einesorgeweniger #heimatstern #noafd #FridaysForFuture #LegalizeIt 💪🍀🌹✊🥦☕,german,9,5,15,2021,15
fridaysforfuture,2021-01-14,1,"""When your house is on fire, you don't wait for 10, 20 years before you call the fire department; you act as soon and as much as you possibly can,"" said @GretaThunberg. #FridaysforFuture  https://t.co/1t5jn5LbXM",english,3,24,50,2021,14
"fleisch, fleischwende",2021-01-14,1,"In 🇩🇪 läuft seit einiger Zeit eine lebendige Debatte rund um das Thema #Fleisch. Dieser Debatte wollen wir heute um 18 Uhr Raum geben und diskutieren, was der Staat tun kann, um eine #Fleischwende einzuläuten. @wenz_katrin @boell_stiftung @FridayForFuture  https://t.co/hnKqAerOYm",german,3,5,14,2021,14
"fridaysforfuture, nomoreemptypromises",2021-01-14,1,"Warum 2021 fantastisch wird?  Es geht wieder mit #FridaysForFuture auf die Straße. Am 19.03. kämpfen wir global gemeinsam für Klimagerechtigkeit und das 1,5°C Ziel. Join us. #NoMoreEmptyPromises",german,6,19,149,2021,14
rwe,2021-01-14,1,"Während #RWE &amp; Co. Milliarden erhielten, brach die Windbranche um 90% ein und rund 50.000 Menschen verloren allein in den letzten vier Jahren ihren Job.  Der Satz von @SvenjaSchulze68 ""Die deutsche Industrie wird vom Klimaschutz profitieren"" stimmt also.  Es ist aber die falsche.",german,9,65,332,2021,14
"ohnemeinenphysiotherapeuten, therapeutenamlimit, gesundheitkämpft, unten, einesorgeweniger, heimatstern, noafd, fridaysforfuture, legalizeit",2021-01-14,1,Guten Morgen vom Hirschgarten 👋😷Donnerstag ists und der Weg zur Physio noch offen😉 #ohnemeinenphysiotherapeuten #therapeutenamlimit #gesundheitkämpft #unten #einesorgeweniger #heimatstern #noafd #FridaysForFuture #LegalizeIt 💪🍀🌹✊☕🥦,german,10,3,10,2021,14
